고유번호,구명,품계수종,수고,관리등급,위치,구번호,전선유무,순번,품계활력,흉고지름,품계위치,수관너비,관리기관,수목고유번호,보호덮개,가로명,품계흉고,수목명,경도,위도,피해정도
179,중구,4,10,1,동대후문입구,2,2,493,8,25,12,5,공원녹지과,2-퇴계로-가-0493,1,퇴계로,12,소나무,127.0016508,37.5628523,0.00E+00
180,중구,8,15,2,흥인사거리,2,2,207,8,24,9,6,공원녹지과,2-마장로-가-0207,2,마장로,6,은행나무,127.01559,37.5678826,2
181,중구,8,10,2,중앙일보 주차장,2,2,7,8,25,12,6,공원녹지과,2-숭례성터길-가-07,1,숭례성터길,3,소나무,126.9720949,37.5617921,0.00E+00
182,중구,8,6,1,중림정육점,2,1,124,8,22,12,6,공원녹지과,2-청파로-가-0149,1,청파로,6,은행나무,126.9690105,37.5575149,1
183,중구,8,6,2, ,2,1,103,8,12,6,5,공원녹지과,2-서애길-가-0103,1,서애길,3,왕벚나무,126.9957358,37.5567148,0.00E+00
207,중구,8,8,1,삼각동,2,2,148,8,15,12,6,공원녹지과,2-청계천로-가-0148,1,청계천로,9,회화나무,126.9850466,37.5682938,2
208,중구,8,15,2,보영약국,2,1,13,8,15,6,7,공원녹지과,2-마른내길-가-0013,2,마른내길,3,은행나무,127.0054319,37.5647614,1
209,중구,4,10,2,STX 본사,2,1,39,8,25,9,5,공원녹지과,2-후암동길-가-0039,1,후암동길,6,소나무,126.9745039,37.553609,0.00E+00
210,중구,8,20,2,예원학교,2,2,94,8,30,6,12,공원녹지과,2-덕수궁길-가-0093,1,덕수궁길,6,은행나무,126.9716792,37.5663036,2
211,중구,8,15,2,부일수퍼,2,1,159,8,33,6,8,공원녹지과,2-금호동길-가-0159,1,금호동길,9,은행나무,127.010288,37.5620954,2
212,중구,8,21,2,저동빌딩,2,1,150,6,27,6,10,공원녹지과,2-마른내길-가-0150,1,마른내길,6,은행나무,126.988774,37.5646952,1
213,중구,8,17,1,남산,2,1,103,8,43,12,19,공원녹지과,2-소파길-가-0103,1,소파길,12,은행나무,126.9807096,37.5553734,2
214,중구,8,25,1,남산,2,2,69,8,25,12,9,공원녹지과,2-소월길-가-0069,1,소월길,6,은행나무,126.9768379,37.55637,2
215,중구,8,15,1,우리은행,2,2,372,8,43,12,7,공원녹지과,2-남대문로-가-0354,1,남대문로,12,은행나무,126.9737085,37.5587035,2
216,중구,8,7,2,남산,2,2,31,8,12,9,8,공원녹지과,2-소파길-가-0031,1,소파길,3,은행나무,126.9864049,37.5573273,2
217,중구,8,16,2,훼미리마트,2,1,94,8,30,6,10,공원녹지과,2-금호동길-가-0094,1,금호동길,6,은행나무,127.0117037,37.5610009,2
218,중구,4,16,2,멋쟁이마을,2,1,47,8,36,6,8,공원녹지과,2-금호동길-가-0047,1,금호동길,9,양버즘나무,127.0183669,37.5599546,2
219,중구,8,10,1,sk장충주유소,2,2,181,8,25,12,5,공원녹지과,2-홍인문로-가-0176,1,홍인문로,6,소나무,127.0068364,37.5627936,0.00E+00
220,중구,8,10,1,밀리오레,2,2,23,8,23,12,4,공원녹지과,2-홍인문로-가-0017,2,홍인문로,6,은행나무,127.008945,37.5680589,2
221,중구,4,10,2,소머리국밥집,2,2,276,8,12,6,6,공원녹지과,2-마른내길-가-0276,1,마른내길,9,은행나무,127.0011139,37.564479,2
222,중구,8,17,2,마른내길,2,1,228,8,26,6,8,공원녹지과,2-마른내길-가-0228,1,마른내길,6,은행나무,126.9946963,37.5642404,2
223,중구,8,17,2,골드상호금고,2,1,181,8,38,6,9,공원녹지과,2-마른내길-가-0181,1,마른내길,9,은행나무,126.9909186,37.5645815,2
224,중구,8,14,2,조이마트,2,1,129,6,28,6,7,공원녹지과,2-마른내길-가-0129,1,마른내길,6,은행나무,126.9908137,37.5647139,2
225,중구,8,16,2,남대문빌딩,2,2,33,8,24,9,9,공원녹지과,2-칠패길-가-0033,1,칠패길,6,은행나무,126.9715859,37.5597607,2
226,중구,8,19,1, ,2,2,92,8,32,12,7,공원녹지과,2-칠패길-가-0092,1,칠패길,9,은행나무,126.9741506,37.5596527,2
227,중구,8,16,1,우리은행,2,2,368,8,56,12,8,공원녹지과,2-남대문로-가-0350,1,남대문로,12,은행나무,126.9738724,37.5588823,2
228,중구,8,15,1,서울역,2,2,382,8,40,12,7,공원녹지과,2-남대문로-가-0364,2,남대문로,9,은행나무,126.9726816,37.5575548,2
229,중구,8,23,1,서울역,2,2,21,8,45,12,11,공원녹지과,2-의주로-가-0021,1,의주로,12,은행나무,126.971709,37.5591151,2
184,중구,8,12,2,명신의원,2,2,190,8,21,9,6,공원녹지과,2-동호로-가-0190,1,동호로,6,은행나무,127.0110506,37.5540441,2
185,중구,8,6,2,삼성APT,2,1,294,8,18,6,3,공원녹지과,2-금호동길-가-0294,1,금호동길,3,은행나무,127.0188078,37.5587849,2
186,중구,8,7,2,삼성APT,2,2,270,8,21,6,4,공원녹지과,2-금호동길-가-0270,1,금호동길,6,은행나무,127.018304,37.5598751,2
187,중구,8,7,2,삼성APT,2,2,272,8,22,6,4,공원녹지과,2-금호동길-가-0272,1,금호동길,6,은행나무,127.0184397,37.5598462,2
188,중구,8,12,1,흥국빌딩,2,2,225,8,23,12,7,공원녹지과,2-소파길-가-0225,1,소파길,6,은행나무,126.9923402,37.5582071,2
189,중구,4,11,2,풍년종합주방,2,2,18,8,25,9,7,공원녹지과,2-난계로-가-0018,1,난계로,6,양버즘나무,127.0233754,37.5692319,2
190,중구,8,12,2,흥인사거리,2,2,218,8,26,9,7,공원녹지과,2-마장로-가-0218,1,마장로,6,은행나무,127.0152476,37.5679393,2
191,중구,8,16,2,장춘단길,2,1,77,6,32,9,13,공원녹지과,2-장춘단길-가-0086,1,장춘단길,9,은행나무,127.0034378,37.5549228,2
192,중구,8,19,1,동국대,2,2,121,8,34,12,13,공원녹지과,2-홍인문로-가-0116,1,홍인문로,9,은행나무,127.0054798,37.5599307,2
193,중구,8,8,2,삼성APT,2,2,255,8,19,6,5,공원녹지과,2-금호동길-가-0255,1,금호동길,3,은행나무,127.0173877,37.5596214,1
194,중구,8,20,2,신한은행,2,2,301,8,13,12,8,공원녹지과,2-태평로-가-0306,1,태평로,3,느티나무,126.976613,37.5643948,2
195,중구,8,10,2,영원무역,2,1,73,8,30,9,8,공원녹지과,2-만리재길-가-0073,1,만리재길,6,은행나무,126.9640707,37.5529942,2
196,중구,8,15,2,경찰서,2,2,69,8,22,9,8,공원녹지과,2-마장로-가-0069,1,마장로,6,은행나무,127.0146073,37.5681118,2
197,중구,8,18,1,남대문세무소,2,1,45,8,24,12,8,공원녹지과,2-삼일로-가-0046,1,삼일로,6,은행나무,126.9877831,37.565555,2
198,중구,8,19,1,퍼시스,2,1,63,8,40,9,22,공원녹지과,2-마른내길-가-0063,1,마른내길,9,은행나무,126.9981298,37.5644126,2
199,중구,8,26,2,스카라극장,2,2,137,8,14,9,16,공원녹지과,2-돈화문로-가-0143,1,돈화문로,3,은행나무,126.9929737,37.5625622,2
200,중구,8,13,1,한화종합금융,2,2,130,8,30,12,8,공원녹지과,2-청계천로-가-0130,1,청계천로,6,은행나무,126.9868012,37.5679087,2
201,중구,8,20,1,국제빌딩,2,2,234,8,30,12,8,공원녹지과,2-남대문로-가-0240,1,남대문로,6,은행나무,126.9825448,37.5677097,2
202,중구,8,4,2,덕수궁돌담길,2,2,38,8,12,6,4,공원녹지과,2-덕수궁길-가-0038,1,덕수궁길,3,느티나무,126.9741277,37.5648359,2
203,중구,8,15,1,시티은행,2,2,223,8,22,12,7,공원녹지과,2-청계천로-가-0223,1,청계천로,6,은행나무,126.9801339,37.5689059,2
204,중구,8,15,1,한화빌딩,2,2,139,8,24,12,8,공원녹지과,2-청계천로-가-0139,1,청계천로,6,은행나무,126.986239,37.5679786,2
205,중구,8,12,2,한화빌딩,2,2,142,8,16,12,8,공원녹지과,2-청계천로-가-0142,1,청계천로,3,은행나무,126.9859689,37.567991,2
206,중구,8,27,1,대한항공,2,2,17,8,40,12,10,공원녹지과,2-서소문로-가-0017,1,서소문로,9,은행나무,126.9747837,37.5634594,2
253,중구,4,32,1,외환은행,2,2,337,8,41,12,12,공원녹지과,2-을지로-가-0337,1,을지로,12,백합나무,126.984337,37.5654893,2
254,중구,4,12,1,중구청,2,2,31,8,15,9,8,공원녹지과,2-배오개길-가-0031,1,배오개길,12,은행나무,126.998404,37.5647444,2
255,중구,4,6,1,시대상사,2,2,43,8,20,12,6,공원녹지과,2-청계천로-가-0059,1,청계천로,12,느티나무,126.9972984,37.5685921,2
256,중구,8,18,1,중앙일보사,2,2,155,8,22,12,14,공원녹지과,2-서소문로-가-0157,1,서소문로,6,은행나무,126.970374,37.5620359,2
257,중구,8,7,2, ,2,2,183,8,20,12,6,공원녹지과,2-왕십리길-가-0200,1,왕십리길,3,은행나무,127.0258244,37.5649652,2
258,중구,4,6,1,시대상사,2,2,43,8,20,12,6,공원녹지과,2-청계천로-가-0074,1,청계천로,12,느티나무,126.9948583,37.5683763,2
259,중구,4,6,1,시대상사,2,2,43,8,20,12,6,공원녹지과,2-청계천로-가-0106,1,청계천로,12,느티나무,126.9904471,37.5680254,2
260,중구,8,7,2,복권프라자,2,1,6,8,10,12,4,공원녹지과,2-왕십리길-가-0006,1,왕십리길,3,은행나무,127.0225844,37.5654669,2
261,중구,8,4,2,광희초등학교,2,2,302,8,8,12,5,공원녹지과,2-다산로-가-0308,1,다산로,3,회화나무,127.0160341,37.5659513,2
262,중구,4,30,1,정화측기사,2,2,174,8,47,12,7,공원녹지과,2-남대문로-가-0180,1,남대문로,12,양버즘나무,126.9828818,37.5672725,2
263,중구,8,14,1,남대문시장,2,2,103,8,26,12,7,공원녹지과,2-남대문로-가-0110,2,남대문로,6,은행나무,126.9800003,37.5612665,2
264,중구,8,10,2,남산,2,2,133,4,10,12,4,공원녹지과,2-소파길-가-0133,1,소파길,3,은행나무,126.9784479,37.5562415,1
265,중구,8,10,1,롯데백화점,2,2,265,8,25,12,13,공원녹지과,2-남대문로-가-0265,1,남대문로,6,소나무,126.9824268,37.5654637,0.00E+00
266,중구,8,24,1,수도밧데리,2,2,163,8,42,12,10,공원녹지과,2-훈련원로-가-0163,1,훈련원로,12,은행나무,127.0025544,37.5657375,2
267,중구,8,12,1,한화빌딩,2,2,32,8,25,12,10,공원녹지과,2-소공길-가-0032,1,소공길,6,은행나무,126.9790398,37.5641178,2
268,중구,4,6,2,훼밀리마트,2,1,88,8,15,12,6,공원녹지과,2-왕십리길-가-0095,2,왕십리길,6,회화나무,127.0109055,37.5646561,2
269,중구,8,17,2,한국은행,2,2,360,8,20,12,8,공원녹지과,2-남대문로-가-0342,1,남대문로,3,은행나무,126.9761414,37.5606744,2
270,중구,8,6,2,새한교역,2,2,78,8,12,6,6,공원녹지과,2-서애길-가-0078,1,서애길,3,왕벚나무,126.9956669,37.5557441,0.00E+00
271,중구,4,12,1,중구청,2,2,38,8,15,9,8,공원녹지과,2-배오개길-가-0038,1,배오개길,12,은행나무,126.9983633,37.5651673,2
272,중구,8,18,1,Valvoline,2,2,88,8,30,12,8,공원녹지과,2-홍인문로-가-0083,1,홍인문로,6,은행나무,127.0065667,37.5626966,2
273,중구,4,9,2,서독안경,2,1,19,8,25,6,6,공원녹지과,2-중림동길-가-0019,1,중림동길,9,양버즘나무,126.9670734,37.5581396,2
274,중구,8,14,1,조흥은행,2,2,187,8,32,12,8,공원녹지과,2-남대문로-가-0193,1,남대문로,9,은행나무,126.9829001,37.5681929,2
275,중구,6,23,2,동양화학빌딩,2,2,19,8,25,9,10,공원녹지과,2-소공길-가-0019,1,소공길,6,은행나무,126.9800977,37.5633718,2
276,중구,8,12,1,현대투신,2,2,17,8,24,12,9,공원녹지과,2-명동길-가-0017,1,명동길,6,느티나무,126.9845342,37.5635647,2
277,중구,8,6,3,벽산,2,2,49,8,19,3,4,공원녹지과,2-후암동길-가-0049,1,후암동길,3,느티나무,126.9743166,37.554089,2
278,중구,8,16,1,파라다이스,2,2,33,8,33,12,7,공원녹지과,2-훈련원로-가-0033,1,훈련원로,9,은행나무,127.0031084,37.5595834,2
279,중구,8,24,1,창신비니루,2,2,248,8,29,12,10,공원녹지과,2-훈련원로-가-0250,1,훈련원로,6,은행나무,127.0022236,37.5653067,1
280,중구,4,11,2,영미상가,2,2,6,8,35,6,5,공원녹지과,2-마장로-가-0006,1,마장로,9,은행나무,127.0227268,37.568081,1
281,중구,8,20,1,태평빌딩,2,2,39,8,29,12,10,공원녹지과,2-태평로-가-0039,1,태평로,6,은행나무,126.9766569,37.5625952,2
282,중구,8,4,2,조이마트,2,2,125,8,11,6,4,공원녹지과,2-마른내길-가-0125,1,마른내길,3,은행나무,126.9907872,37.5647608,2
283,중구,8,15,2,경찰서,2,2,87,8,25,9,7,공원녹지과,2-마장로-가-0087,1,마장로,6,은행나무,127.0133986,37.5681124,2
284,중구,4,10,1,동대후문입구,2,2,490,8,25,12,5,공원녹지과,2-퇴계로-가-0490,1,퇴계로,9,소나무,127.0013566,37.562778,0.00E+00
285,중구,8,14,2,약수사거리,2,1,15,8,30,9,7,공원녹지과,2-동호로-가-0015,1,동호로,6,은행나무,127.0120399,37.5533718,2
286,중구,8,14,1,약수역,2,2,182,8,26,12,7,공원녹지과,2-동호로-가-0182,1,동호로,6,은행나무,127.0098677,37.5555338,2
287,중구,8,13,2,약수약국,2,2,198,8,22,9,7,공원녹지과,2-금호동길-가-0198,1,금호동길,6,은행나무,127.0135119,37.5602914,2
288,중구,8,13,1,남산,2,2,47,8,31,9,8,공원녹지과,2-소월길-가-0047,1,소월길,9,은행나무,126.9775941,37.5548437,2
289,중구,8,20,2,남산,2,2,119,6,20,12,8,공원녹지과,2-소파길-가-0119,1,소파길,3,은행나무,126.9794425,37.5560724,1
290,중구,8,14,1,한빛은행,2,2,69,8,30,12,7,공원녹지과,2-반포로-가-0069,1,반포로,6,은행나무,126.9827212,37.5586069,2
291,중구,8,15,2,파라다이스,2,2,55,8,14,12,7,공원녹지과,2-훈련원로-가-0055,1,훈련원로,3,은행나무,127.0030285,37.5597275,2
292,중구,8,18,1,삼성빌딩,2,2,286,8,25,12,8,공원녹지과,2-을지로-가-0286,1,을지로,6,은행나무,126.9803368,37.5661229,2
293,중구,8,16,2,마른내길,2,1,231,8,27,6,8,공원녹지과,2-마른내길-가-0231,1,마른내길,6,은행나무,126.9950159,37.5642233,2
294,중구,8,11,2,영미상가,2,1,232,8,16,6,6,공원녹지과,2-마장로-가-0232,1,마장로,3,은행나무,127.0211161,37.5681897,2
295,중구,8,12,2,대경빌딩,2,2,365,8,17,6,6,공원녹지과,2-태평로-가-0370,1,태평로,3,은행나무,126.9745044,37.561717,2
296,중구,8,14,2,부일수퍼,2,1,148,8,22,6,8,공원녹지과,2-금호동길-가-0148,1,금호동길,6,은행나무,127.010323,37.5631155,2
297,중구,8,13,2,동대문운동장,2,2,141,8,19,6,4,공원녹지과,2-마장로-가-0141,1,마장로,3,은행나무,127.0118137,37.568019,2
116,중구,8,18,1,서울시의회,2,2,213,8,25,12,12,공원녹지과,2-태평로-가-0213,1,태평로,6,은행나무,126.9768906,37.5677705,2
113,중구,8,7,1,중앙일보,2,2,47,8,20,12,4,공원녹지과,2-숭례성터길-가-0047,1,숭례성터길,6,소나무,126.9714318,37.5609527,2
117,중구,8,8,2,한국통신,2,2,240,8,30,12,3,공원녹지과,2-다산로-가-0247,1,다산로,3,회화나무,127.0163434,37.5660538,2
118,중구,8,12,2,롯데백화점,2,2,315,8,16,12,7,공원녹지과,2-을지로-가-0315,1,을지로,3,은행나무,126.9812812,37.5659069,2
119,중구,8,13,2,SK빌딩,2,2,216,8,17,12,7,공원녹지과,2-을지로-가-0216,1,을지로,3,은행나무,126.9846775,37.5661779,2
120,중구,8,18,1,신안빌딩,2,2,300,8,28,12,12,공원녹지과,2-훈련원로-가-0302,1,훈련원로,6,은행나무,127.0024867,37.5619536,2
121,중구,8,16,2,오장동함흥냉면,2,1,232,8,22,6,7,공원녹지과,2-마른내길-가-0232,1,마른내길,6,은행나무,126.9951172,37.5642211,2
122,중구,8,8,1,안국약국,2,1,144,8,21,12,3,공원녹지과,2-왕십리길-가-0145,1,왕십리길,6,은행나무,127.0192819,37.5655566,2
123,중구,8,16,1,디오센터,2,2,120,8,52,12,8,공원녹지과,2-서소문로-가-0122,1,서소문로,12,은행나무,126.9665224,37.560699,2
124,중구,8,14,2,부일수퍼,2,1,147,8,20,6,7,공원녹지과,2-금호동길-가-0147,1,금호동길,3,은행나무,127.0103059,37.5632109,2
125,중구,8,24,1,부일수퍼,2,1,127,8,51,6,12,공원녹지과,2-금호동길-가-0127,1,금호동길,12,은행나무,127.0102931,37.5640686,2
126,중구,4,30,1,서울은행,2,2,380,8,31,12,17,공원녹지과,2-을지로-가-0380,1,을지로,9,양버즘나무,126.9889411,37.5661075,2
127,중구,8,6,2,영락교회,2,2,29,8,16,12,4,공원녹지과,2-삼일로-가-0030,1,삼일로,3,은행나무,126.9884797,37.5636208,2
128,중구,8,5,2,서울역,2,2,8,8,18,12,6,공원녹지과,2-청파로-가-0030,1,청파로,3,느티나무,126.9693716,37.5569985,2
129,중구,8,15,1,신흥빌딩,2,2,67,8,40,12,6,공원녹지과,2-청파로-가-0090,1,청파로,9,은행나무,126.9685024,37.5597171,2
130,중구,8,8,1,신흥빌딩,2,2,84,8,24,12,5,공원녹지과,2-청파로-가-0107,2,청파로,6,은행나무,126.9679776,37.5608218,2
131,중구,8,19,1,검도용품,2,2,77,8,24,12,11,공원녹지과,2-홍인문로-가-0072,1,홍인문로,6,은행나무,127.0067968,37.5633223,2
132,중구,8,18,1,디오센터,2,2,110,8,42,12,8,공원녹지과,2-서소문로-가-0112,1,서소문로,12,은행나무,126.965818,37.5604146,1
133,중구,4,9,2,축협,2,1,49,8,11,6,6,공원녹지과,2-중림동길-가-0049,1,중림동길,9,양버즘나무,126.9648827,37.5590919,2
134,중구,8,13,2,동아빌딩,2,2,198,8,22,6,6,공원녹지과,2-청계천로-가-0198,1,청계천로,6,은행나무,126.9811409,37.5682824,2
135,중구,8,14,2,국민은행,2,2,64,8,28,9,6,공원녹지과,2-무교동길-가-0064,1,무교동길,6,은행나무,126.9791352,37.5685058,2
137,중구,4,23,1,국립의료원,2,2,58,8,33,12,13,공원녹지과,2-을지로-가-0058,1,을지로,9,양버즘나무,127.0052127,37.5677585,2
298,중구,6,7,3,약수사거리,2,2,33,8,15,6,6,공원녹지과,2-동호로-가-0033,1,동호로,3,왕벚나무,127.011823,37.5544174,2
299,중구,4,6,1,시대상사,2,2,43,8,20,12,6,공원녹지과,2-청계천로-가-0033,1,청계천로,12,느티나무,126.999468,37.5689778,2
300,중구,8,15,1,우리은행,2,2,70,8,25,12,7,공원녹지과,2-반포로-가-0070,1,반포로,6,은행나무,126.9827638,37.558522,2
301,중구,8,13,2,남산,2,2,68,8,27,9,7,공원녹지과,2-소파길-가-0068,1,소파길,6,은행나무,126.9838152,37.5554419,2
302,중구,8,8,1,KT통신,2,2,238,8,28,12,8,공원녹지과,2-다산로-가-0245,1,다산로,6,회화나무,127.0163473,37.5658808,2
303,중구,4,6,1,시대상사,2,2,43,8,20,12,6,공원녹지과,2-청계천로-가-0093,1,청계천로,12,느티나무,126.9919078,37.5681496,2
304,중구,4,6,1,시대상사,2,2,43,8,20,12,6,공원녹지과,2-청계천로-가-0123,1,청계천로,12,느티나무,126.9885472,37.5679175,2
305,중구,4,23,1,삼도빌딩,2,2,90,8,50,12,6,공원녹지과,2-의주로-가-0093,1,의주로,12,양버즘나무,126.9685974,37.5637537,2
306,중구,8,10,2,신한은행,2,2,407,8,25,6,5,공원녹지과,2-태평로-가-0407,1,태평로,9,소나무,126.9744282,37.5608898,0.00E+00
307,중구,4,10,2,STX 본사,2,1,34,8,25,9,5,공원녹지과,2-후암동길-가-0034,1,후암동길,6,소나무,126.9749414,37.5535628,0.00E+00
308,중구,8,12,1,신한은행,2,2,5,8,30,12,18,공원녹지과,2-명동길-가-0005,1,명동길,6,느티나무,126.9846537,37.5638385,2
309,중구,8,14,2,프레스센터,2,2,162,6,23,12,8,공원녹지과,2-태평로-가-0162,1,태평로,6,은행나무,126.9773113,37.5683053,2
310,중구,8,23,1,동아빌딩,2,2,218,8,29,12,8,공원녹지과,2-남대문로-가-0224,1,남대문로,6,은행나무,126.9816291,37.567923,2
311,중구,8,13,1,힐튼호텔,2,2,12,8,40,9,7,공원녹지과,2-소월길-가-0012,1,소월길,9,은행나무,126.9789958,37.5538714,2
312,중구,8,14,1,남산,2,2,45,8,32,9,9,공원녹지과,2-소월길-가-0045,1,소월길,9,은행나무,126.9777788,37.5548514,2
313,중구,8,13,2,남산,2,2,165,8,19,9,7,공원녹지과,2-소파길-가-0165,1,소파길,3,은행나무,126.9791024,37.55605,2
314,중구,8,30,1,남산,2,2,124,8,30,12,4,공원녹지과,2-소파길-가-0124,1,소파길,6,은행나무,126.9790415,37.5562722,2
315,중구,8,5,2,새한교역,2,1,90,8,12,6,6,공원녹지과,2-서애길-가-0090,1,서애길,3,왕벚나무,126.995757,37.5559031,0.00E+00
316,중구,8,6,2, ,2,2,71,8,12,6,6,공원녹지과,2-서애길-가-0071,1,서애길,3,왕벚나무,126.9955186,37.5561575,0.00E+00
317,중구,4,10,3,영미상가,2,2,5,8,30,6,6,공원녹지과,2-마장로-가-0005,1,마장로,6,은행나무,127.0228336,37.5680657,2
318,중구,8,8,2, ,2,2,197,8,15,9,6,공원녹지과,2-동호로-가-0199,1,동호로,6,느티나무,127.0121606,37.5525088,2
319,중구,8,8,2,동국대,2,2,1,8,15,12,6,공원녹지과,2-장춘단길-가-0004,1,장춘단길,3,회화나무,127.0057162,37.5588209,2
320,중구,8,8,2,동국대,2,2,1,8,15,12,6,공원녹지과,2-장춘단길-가-0054,1,장춘단길,3,회화나무,127.0038332,37.555601,2
